icmp_type_code_entropy,icmp_invalid_type_ratio,icmp_non_echo_ratio,icmp_type_diversity,icmp_nonstandard_type_count,icmp_code_field_entropy,icmp_nonzero_code_ratio,icmp_bad_checksum_ratio,icmp_good_checksum_ratio,icmp_checksum_entropy,icmp_checksum_delta_mean,icmp_checksum_delta_std,ip_id_reuse_rate,icmp_seq_increment_std,icmp_seq_entropy,icmp_seq_monotone_ratio,icmp_seq_autocorr_lag1,icmp_id_reuse_rate,icmp_id_entropy,icmp_id_delta_mean,icmp_id_delta_std,icmp_id_seq_correlation,icmp_covert_id_count,icmp_payload_len_mean,icmp_payload_len_std,icmp_payload_len_entropy,icmp_payload_len_variance,icmp_nonstd_payload_ratio,payload_byte_entropy_mean,payload_byte_entropy_std,payload_compress_ratio_mean,payload_compress_ratio_std,payload_printable_ratio_mean,payload_printable_ratio_std,payload_null_byte_ratio_mean,payload_null_byte_ratio_std,payload_bigram_entropy_mean,payload_bigram_entropy_std,flow_total_bytes,flow_duration_sec,flow_bytes_per_sec,icmp_orphan_request_ratio,flow_byte_asymmetry,ip_ttl_mean,pkt_size_mean,pkt_size_std,pkt_size_max,pkt_size_median,pkt_size_entropy,pkt_size_skewness,pkt_size_kurtosis,pkt_size_coeff_variation,pkt_size_iqr,pkt_size_bin_60_240,pkt_size_bin_240_420,pkt_size_bin_420_600,pkt_size_bin_600_780,pkt_size_bin_780_960,pkt_size_bin_960_1140,pkt_size_bin_1140_1320,pkt_size_bin_1320_1442,pkt_size_trans_small_small,pkt_size_trans_small_med,pkt_size_trans_small_large,pkt_size_trans_small_xlarge,pkt_size_trans_med_small,pkt_size_trans_med_med,pkt_size_trans_med_large,pkt_size_trans_med_xlarge,pkt_size_trans_large_small,pkt_size_trans_large_med,pkt_size_trans_large_large,pkt_size_trans_large_xlarge,pkt_size_trans_xlarge_small,pkt_size_trans_xlarge_med,pkt_size_trans_xlarge_large,pkt_size_trans_xlarge_xlarge,pkt_uniform_size_ratio,flow_kl_divergence_baseline,ipt_mean,ipt_std,ipt_min,ipt_max,ipt_median,ipt_percentile_90,ipt_percentile_99,ipt_entropy,ipt_skewness,ipt_coeff_variation,ipt_iqr,ipt_autocorr_lag1,ipt_autocorr_lag2,ipt_autocorr_lag3,ipt_periodicity_score,ipt_timing_regularity,ipt_jitter_mean,ipt_jitter_std,label_technique,label_binary,label_protocol
0.5352796,0.122099355,0.122099355,0.84551555,49.39809,0.15628867,0.017634246,0.0,1.0,6.797911,15328.625,20398.754,0.9975287,2299.3076,6.7368183,0.60083926,0.4167499,0.0049426155,6.5328355,14534.188,20065.607,0.07534512,0.0,57.80037,10.144743,2.0613482,102.9175,0.49057552,0.3031639,0.88147974,0.27914912,0.22190231,0.9599433,0.117869705,0.0002554193,0.0018696757,0.3083861,0.90232897,40386.156,4.9776883,8113.37,0.87790066,36343.707,255.0,99.80037,10.144743,111.92888,106.0,2.0613482,-2.5206933,6.435523,0.101650916,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5094245,2.1489532,0.0123317335,0.011738537,4.1161333e-05,0.10202649,0.008735601,0.026142914,0.051317543,6.0071926,2.4572525,0.9520195,0.012535531,-0.0013731085,0.009342207,-0.042124245,0.029188361,-0.0013731085,0.008407248,0.008186501,2,1,ICMP
0.6004071,0.14626282,0.14626282,0.97351104,44.0,0.15121189,0.016620776,0.0,1.0,7.266964,22829.006,27591.678,0.99667585,24941.504,6.1870856,0.5389279,-0.15602814,0.39614516,5.075147,22576.953,29055.092,0.4606255,119.752686,334.17535,439.418,4.3616343,193097.19,0.557652,5.5882926,1.3638792,1.1167665,0.071210094,0.7759374,0.30255336,0.0013756115,0.0034863842,6.0730615,2.080434,113156.41,4.9814506,22714.758,0.8537372,109625.06,128.0,376.17535,439.418,1436.0,75.16846,4.3616343,1.121747,-0.2964899,1.1686202,579.5258,0.62850064,0.04620281,0.053186484,0.041031256,0.048820958,0.0653417,0.05238045,0.06453568,0.45211107,0.061988298,0.07866451,0.080854475,0.07280269,0.0019539392,0.008624423,0.011150999,0.07061272,0.011387029,0.013913604,0.018630149,0.08004581,0.019202786,0.011387029,0.0066704843,0.44234797,5.4239535,0.016614443,0.01641866,5.6931873e-05,0.0894781,0.011721409,0.037281867,0.07962749,6.400407,1.9519888,0.9882902,0.016025972,0.046836525,0.04415073,0.0072277095,0.036157303,0.046836525,0.011783227,0.01143363,3,1,ICMP
0.46693036,0.09946191,0.09946191,0.7021173,40.804054,0.23753174,0.02745905,0.0,1.0,6.8388042,15815.007,21133.205,0.9975636,2540.3435,6.5977097,0.56592745,0.4436475,0.004643023,6.5546393,20050.764,27271.336,0.10478235,0.0,58.459396,8.926426,1.9413601,79.6816,0.47305492,0.12534995,0.77423793,0.22823347,0.186775,0.9828838,0.10593959,0.000100325946,0.0013645913,0.12698603,0.7862159,41235.63,4.983948,8273.67,0.9005381,37745.715,255.0,100.4594,8.926426,113.27838,106.0,1.9413601,-2.5763986,7.20281,0.08885642,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5269451,2.2212214,0.012172369,0.012948971,6.829864e-05,0.10859525,0.008043477,0.027394978,0.061172962,5.890189,2.7459025,1.0644695,0.011533276,-0.017706338,0.037818342,0.014523525,0.025495065,-0.017706338,0.008862752,0.009417389,2,1,ICMP
0.4671755,0.10048941,0.10048941,0.7232172,38.294083,0.18577977,0.021047208,0.0,1.0,6.7622924,15313.248,20424.754,0.9973691,2362.8848,6.9365296,0.58120877,0.31239527,0.002630901,6.4758286,17060.143,23752.375,0.023876412,0.0,57.754864,10.277339,1.9190799,105.79346,0.4788374,1.6922382,2.3320525,0.64784443,0.5173835,0.7803768,0.30386886,0.0013138845,0.005945683,1.7197676,2.3803475,37921.805,4.9679985,7633.0586,0.89951056,34907.51,255.0,99.75486,10.277339,112.39037,106.0,1.9190799,-2.4589453,5.929327,0.10302873,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5211626,2.2401927,0.013104493,0.01180754,1.8443729e-05,0.06862143,0.009627451,0.027811738,0.054568022,6.5441055,1.7844088,0.9011189,0.012784065,-0.06129809,0.029573817,-0.08471041,0.038067468,-0.06129809,0.008736215,0.0079429895,2,1,ICMP
0.52390426,0.11811024,0.11811024,0.82472813,45.0,0.12607394,0.0131233595,0.0,1.0,6.6463704,17606.729,24421.027,0.9973753,2476.7256,6.5827603,0.5842105,0.5104724,0.0,6.477302,14455.1,19032.338,0.091443606,0.0,58.417324,9.33155,1.995982,87.07781,0.4671916,0.0603441,0.5522177,0.21103993,0.11966308,0.99267566,0.067659386,0.0,0.0,0.061485287,0.5631174,38259.0,4.960707,7712.4087,0.88188976,34461.0,255.0,100.41732,9.33155,116.0,106.0,1.995982,-2.3889918,5.9545493,0.09292769,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5328084,2.2079177,0.013054492,0.01269738,5.9e-05,0.073264,0.009238,0.0287087,0.05881839,6.4539948,1.8131884,0.97264445,0.0143805,-0.054662716,-0.06293688,-0.014800325,0.024045683,-0.054662716,0.009453656,0.008476546,2,1,ICMP
0.43629318,0.08994709,0.08994709,0.6669368,34.0,0.18626116,0.02116402,0.0,1.0,6.7241507,15202.889,20453.559,0.9973545,2343.5818,6.9338374,0.58090186,0.33040452,0.0026455026,6.4327736,17124.748,23948.166,-0.0047924737,0.0,57.72222,10.480246,1.8462627,109.83554,0.47089946,1.6922382,2.3320525,0.64784443,0.5173835,0.7803768,0.30386886,0.0013138845,0.005945683,1.7197676,2.3803475,37695.0,4.963004,7595.198,0.9100529,35131.0,255.0,99.72222,10.480246,112.0,106.0,1.8462627,-2.4840596,5.955769,0.10509438,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52910054,2.2864652,0.013164467,0.011800754,4e-06,0.069563,0.009816,0.0275822,0.05462512,6.540476,1.8136555,0.8964096,0.012734,-0.07618641,0.037923675,-0.103697576,0.041053865,-0.07618641,0.008706732,0.00796559,2,1,ICMP
0.51356554,0.11497441,0.11497441,0.7972996,46.896645,0.27636042,0.033328727,0.0,1.0,6.846959,15897.717,21094.09,0.9975505,2431.4797,6.5314484,0.5882844,0.5855088,0.001485001,6.583455,17827.736,24625.062,0.036456715,0.0,57.829628,9.847183,2.1091423,98.00773,0.49696088,1.0936341,1.7642764,0.4862671,0.39335415,0.85835934,0.22807196,0.00085047743,0.0042687366,1.1113037,1.7999059,40759.547,4.9847417,8177.124,0.88502556,36839.117,255.0,99.82963,9.847183,112.051674,106.0,2.1091423,-2.3940089,6.0705986,0.09869913,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5030391,2.108592,0.012240402,0.012425748,7.955865e-05,0.10578866,0.008525858,0.027612826,0.055311967,6.0725503,2.9100919,1.0143739,0.011969327,0.011747494,0.020432465,-0.0029117018,0.024614906,0.011747494,0.008645261,0.008889395,2,1,ICMP
-1.4426951e-10,0.0,0.0,-1.4426951e-10,0.0,0.0,0.0,0.0,1.0,5.37283,23567.988,29169.002,0.9939759,41753.54,1.4771807,0.630303,-0.5238327,0.0,1.4771807,35757.33,41753.54,1.0,1.0,44.825302,13.522389,3.4300468,182.85503,0.59638554,1.6476607,2.4300208,0.59139454,0.47704977,0.80278295,0.29095358,0.001696213,0.0062634866,1.6888088,2.4967244,14413.0,4.947934,2912.9329,1.0,14413.0,64.0,86.8253,13.522389,122.0,82.0,3.4300468,0.30141538,-0.26722574,0.1557425,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40361446,1.2373488,0.029987479,0.017812774,0.000198,0.112766,0.031152,0.0483566,0.08617872,6.248234,0.9700994,0.594007,0.023374,-0.30883613,0.07004429,-0.06339876,0.06474354,-0.30883613,0.013464635,0.011661839,1,1,ICMP
0.53774595,0.12327496,0.12327496,0.83436733,37.048824,0.15261991,0.01664154,0.0,1.0,7.276219,22267.588,26900.652,0.9966717,20410.82,6.193465,0.5221484,-0.07099115,0.42620897,4.9110346,20045.451,26734.982,0.21582153,128.81294,339.40335,437.4349,4.5699472,191350.02,0.5627972,5.6516247,1.3767414,1.1156709,0.08062802,0.75657946,0.3068725,0.0018959527,0.0064143064,6.1502366,2.077731,114587.35,4.979914,23009.46,0.876725,111489.07,128.0,381.40335,437.4349,1436.7723,80.95118,4.5699472,1.135286,-0.20741715,1.1474742,585.87146,0.60814106,0.05990954,0.053252928,0.059028182,0.04615563,0.047477677,0.054319844,0.071715176,0.44061747,0.08335769,0.06389112,0.079075634,0.081972964,0.007749361,0.0066788453,0.016255025,0.061622214,0.0107745705,0.0074351477,0.014113992,0.082729265,0.0107745705,0.015940811,0.017011326,0.43720284,5.7049294,0.016630085,0.015666826,4.2365882e-05,0.08496374,0.012363354,0.04052185,0.06761719,6.4638424,1.6297446,0.9422077,0.017400457,-0.014777459,0.05854036,0.0740429,0.048694007,-0.014777459,0.011703016,0.010408955,3,1,ICMP
0.5460515,0.12605913,0.12605913,0.8643452,41.14266,0.25709406,0.030973753,0.0,1.0,7.261328,21712.574,26624.26,0.9969336,24072.861,6.180462,0.506952,-0.055540368,0.43115926,4.8117366,19751.312,26321.24,-0.42932853,141.62326,356.08298,445.39163,4.7494392,198378.36,0.5909494,1.6922382,2.3320525,0.64784443,0.5173835,0.7803768,0.30386886,0.0013138845,0.005945683,1.7197676,2.3803475,129838.39,4.9476967,26241.504,0.8739409,126443.34,128.0,398.08298,445.39163,1436.1039,85.77908,4.7494392,1.0285393,-0.4871827,1.1188941,643.37463,0.59306324,0.057953566,0.057953566,0.063159004,0.038652472,0.053082433,0.064704806,0.0714309,0.3928089,0.093492165,0.06523885,0.1014795,0.09656805,0.0086075105,0.0061517847,0.010157926,0.06645423,0.007082034,0.008012284,0.010157926,0.09687813,0.012303569,0.012613652,0.0119934855,0.40905055,5.982029,0.015218281,0.01670177,7.4279724e-06,0.12328765,0.010358486,0.038719017,0.06862544,6.0061736,2.4209294,1.0973593,0.017202739,-0.018402245,-0.010399871,0.06403676,0.03985987,-0.018402245,0.011835389,0.011783132,3,1,ICMP
0.512787,0.11444833,0.11444833,0.7956782,45.304955,0.1491939,0.016845569,0.0,1.0,6.798374,20436.602,28094.146,0.99747634,6926.5234,5.3568654,0.58260566,0.22913563,0.0,6.512239,19747.719,27127.566,0.15615988,0.0,58.038296,9.896033,1.9483998,98.61333,0.47694045,1.1782347,1.8157796,0.50988424,0.4046731,0.8469173,0.23758975,0.0009084318,0.004429728,1.1975414,1.8535194,39668.51,4.9389086,8030.3887,0.88555163,35942.027,255.0,100.03829,9.896033,114.71633,106.0,1.9483998,-2.5854075,7.167608,0.09897756,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52305955,2.2054977,0.012493157,0.012403053,1.7049535e-05,0.0965442,0.008587843,0.028883616,0.05787125,6.128488,2.3160193,0.9930788,0.013157776,-0.036253933,0.021507066,-0.014536169,0.028554182,-0.036253933,0.008885393,0.008653002,2,1,ICMP
